id,file,line,marker,text,issue_refs,has_issue_ref,area,triage_status,severity,impact,reproducibility,dependency,owner,due,notes
TD-0015,docs/articles/zenn/zenn-article-ae-framework-en.md,488,TODO,export const TodoItem = ({ todo }: TodoItemProps) => {,,no,docs,,,,,,,,
TD-0016,docs/articles/zenn/zenn-article-ae-framework-en.md,490,TODO,"<Card className=""todo-item"">",,no,docs,,,,,,,,
TD-0017,docs/articles/zenn/zenn-article-ae-framework-en.md,494,TODO,checked={todo.completed},,no,docs,,,,,,,,
TD-0018,docs/articles/zenn/zenn-article-ae-framework-en.md,496,TODO,aria-label={`Mark ${todo.title} as ${todo.completed ? 'incomplete' : 'complete'}`},,no,docs,,,,,,,,
TD-0019,docs/articles/zenn/zenn-article-ae-framework-en.md,499,TODO,"<h3 className={cn(""font-medium"", todo.completed && ""line-through"")}>",,no,docs,,,,,,,,
TD-0020,docs/articles/zenn/zenn-article-ae-framework-en.md,500,TODO,{todo.title},,no,docs,,,,,,,,
TD-0021,docs/articles/zenn/zenn-article-ae-framework-en.md,503,TODO,"Due: {format(todo.dueDate, 'PPP')}",,no,docs,,,,,,,,
TD-0022,docs/articles/zenn/zenn-article-ae-framework-en.md,506,TODO,<Badge variant={getPriorityVariant(todo.priority)}>,,no,docs,,,,,,,,
TD-0023,docs/articles/zenn/zenn-article-ae-framework-en.md,507,TODO,{todo.priority},,no,docs,,,,,,,,
TD-0024,docs/articles/zenn/zenn-article-ae-framework-en.md,543,TODO,"ae-framework feature ""User authentication and TODO management system""",,no,docs,,,,,,,,
TD-0025,docs/articles/zenn/zenn-article-ae-framework.md,29,TODO,ae-framework init todo-app --tdd,,no,docs,,,,,,,,
TD-0026,docs/articles/zenn/zenn-article-ae-framework.md,30,TODO,cd todo-app,,no,docs,,,,,,,,
TD-0027,docs/articles/zenn/zenn-article-ae-framework.md,37,TODO,"echo ""ユーザーはTODOを追加、編集、削除、完了マークできる。",,no,docs,,,,,,,,
TD-0028,docs/articles/zenn/zenn-article-ae-framework.md,69,TODO,**これだけで本格的なTODOアプリが完成します！**,,no,docs,,,,,,,,
TD-0029,docs/articles/zenn/zenn-article-ae-framework.md,479,TODO,// 自動生成されるTodoコンポーネント,,no,docs,,,,,,,,
TD-0030,docs/articles/zenn/zenn-article-ae-framework.md,480,TODO,export const TodoItem = ({ todo }: TodoItemProps) => {,,no,docs,,,,,,,,
TD-0031,docs/articles/zenn/zenn-article-ae-framework.md,482,TODO,"<Card className=""todo-item"">",,no,docs,,,,,,,,
TD-0032,docs/articles/zenn/zenn-article-ae-framework.md,486,TODO,checked={todo.completed},,no,docs,,,,,,,,
TD-0033,docs/articles/zenn/zenn-article-ae-framework.md,488,TODO,aria-label={`Mark ${todo.title} as ${todo.completed ? 'incomplete' : 'complete'}`},,no,docs,,,,,,,,
TD-0034,docs/articles/zenn/zenn-article-ae-framework.md,491,TODO,"<h3 className={cn(""font-medium"", todo.completed && ""line-through"")}>",,no,docs,,,,,,,,
TD-0035,docs/articles/zenn/zenn-article-ae-framework.md,492,TODO,{todo.title},,no,docs,,,,,,,,
TD-0036,docs/articles/zenn/zenn-article-ae-framework.md,495,TODO,"Due: {format(todo.dueDate, 'PPP')}",,no,docs,,,,,,,,
TD-0037,docs/articles/zenn/zenn-article-ae-framework.md,498,TODO,<Badge variant={getPriorityVariant(todo.priority)}>,,no,docs,,,,,,,,
TD-0038,docs/articles/zenn/zenn-article-ae-framework.md,499,TODO,{todo.priority},,no,docs,,,,,,,,
TD-0039,docs/articles/zenn/zenn-article-ae-framework.md,535,TODO,"ae-framework feature ""ユーザー認証とTODO管理システム""",,no,docs,,,,,,,,
TD-0040,docs/benchmark/req2run-integration-issues.md,90,XXX,- CLI tools (CLI-XXX),,no,docs,,,,,,,,
TD-0041,docs/benchmark/req2run-integration-issues.md,91,XXX,- Web APIs (WEB-XXX),,no,docs,,,,,,,,
TD-0042,docs/benchmark/req2run-integration-issues.md,92,XXX,- Data Processing (DATA-XXX),,no,docs,,,,,,,,
TD-0043,docs/benchmark/req2run-integration-issues.md,93,XXX,- Cryptography (CRYPTO-XXX),,no,docs,,,,,,,,
TD-0044,docs/benchmark/req2run-integration-issues.md,94,XXX,- Networking (NET-XXX),,no,docs,,,,,,,,
TD-0045,docs/benchmark/req2run-integration-issues.md,95,XXX,- Authentication (AUTH-XXX),,no,docs,,,,,,,,
TD-0046,docs/benchmark/req2run-integration-issues.md,96,XXX,- Machine Learning (ML-XXX),,no,docs,,,,,,,,
TD-0047,docs/getting-started/QUICK-START-GUIDE.md,90,TODO,### 📱 Practical Example: Complete TODO App in 5 Minutes,,no,docs,,,,,,,,
TD-0048,docs/getting-started/QUICK-START-GUIDE.md,94,TODO,User: I want to create a TODO app. Please develop it with ae-framework using basic functionality.,,no,docs,,,,,,,,
TD-0049,docs/getting-started/QUICK-START-GUIDE.md,146,TODO,todo-app/,,no,docs,,,,,,,,
TD-0050,docs/getting-started/QUICK-START-GUIDE.md,155,TODO,│   │   ├── app/todos/page.tsx               # TODO list page,,no,docs,,,,,,,,
TD-0051,docs/getting-started/QUICK-START-GUIDE.md,156,TODO,│   │   ├── app/todos/[id]/page.tsx          # TODO detail page,,no,docs,,,,,,,,
TD-0052,docs/getting-started/QUICK-START-GUIDE.md,157,TODO,│   │   ├── app/todos/new/page.tsx           # TODO creation,,no,docs,,,,,,,,
TD-0053,docs/getting-started/QUICK-START-GUIDE.md,158,TODO,│   │   ├── components/TodoForm.tsx          # TODO form,,no,docs,,,,,,,,
TD-0054,docs/getting-started/QUICK-START-GUIDE.md,159,TODO,│   │   ├── components/TodoCard.tsx          # TODO card,,no,docs,,,,,,,,
TD-0055,docs/getting-started/QUICK-START-GUIDE.md,164,TODO,│       └── stories/Todo.stories.tsx         # Component stories,,no,docs,,,,,,,,
TD-0056,docs/getting-started/QUICK-START-GUIDE.md,168,TODO,│   │   ├── models/Todo.ts,,no,docs,,,,,,,,
TD-0057,docs/getting-started/QUICK-START-GUIDE.md,178,TODO,cd todo-app,,no,docs,,,,,,,,
TD-0058,docs/getting-started/QUICK-START-GUIDE.md,536,TODO,### 📱 実践例：5分でTODOアプリ完成,,no,docs,,,,,,,,
TD-0059,docs/getting-started/QUICK-START-GUIDE.md,540,TODO,ユーザー: TODOアプリを作りたいです。基本的な機能で良いので、ae-frameworkで開発してください。,,no,docs,,,,,,,,
TD-0060,docs/getting-started/QUICK-START-GUIDE.md,592,TODO,todo-app/,,no,docs,,,,,,,,
TD-0061,docs/getting-started/QUICK-START-GUIDE.md,601,TODO,│   │   ├── app/todos/page.tsx               # TODO一覧ページ,,no,docs,,,,,,,,
TD-0062,docs/getting-started/QUICK-START-GUIDE.md,602,TODO,│   │   ├── app/todos/[id]/page.tsx          # TODO詳細ページ,,no,docs,,,,,,,,
TD-0063,docs/getting-started/QUICK-START-GUIDE.md,603,TODO,│   │   ├── app/todos/new/page.tsx           # TODO新規作成,,no,docs,,,,,,,,
TD-0064,docs/getting-started/QUICK-START-GUIDE.md,604,TODO,│   │   ├── components/TodoForm.tsx          # TODOフォーム,,no,docs,,,,,,,,
TD-0065,docs/getting-started/QUICK-START-GUIDE.md,605,TODO,│   │   ├── components/TodoCard.tsx          # TODOカード,,no,docs,,,,,,,,
TD-0066,docs/getting-started/QUICK-START-GUIDE.md,610,TODO,│       └── stories/Todo.stories.tsx         # コンポーネントストーリー,,no,docs,,,,,,,,
TD-0067,docs/getting-started/QUICK-START-GUIDE.md,614,TODO,│   │   ├── models/Todo.ts,,no,docs,,,,,,,,
TD-0068,docs/getting-started/QUICK-START-GUIDE.md,624,TODO,cd todo-app,,no,docs,,,,,,,,
TD-0069,docs/guides/USAGE.md,42,TODO,"ae tests:suggest --template http-api --intent ""Build a minimal todo API""",,no,docs,,,,,,,,
TD-0070,docs/guides/USAGE.md,444,TODO,"ae tests:suggest --template http-api --intent ""最低限のTodo APIを作る""",,no,docs,,,,,,,,
TD-0071,docs/integrations/CLAUDECODE-WORKFLOW.md,626,TODO,"status: TaskStatus.TODO,",,no,docs,,,,,,,,
TD-0072,docs/integrations/CLAUDECODE-WORKFLOW.md,939,TODO,"status: TaskStatus.TODO,",,no,docs,,,,,,,,
TD-0073,docs/integrations/CODEX-INTEGRATION.md,102,TODO,A dedicated adapter maps CodeX TODO/Plan/Tool calls to ae-framework phases. Use the stdio bridge for simple JSON I/O.,,no,docs,,,,,,,,
TD-0074,docs/integrations/CODEX-INTEGRATION.md,274,TODO,- タスクアダプター（stdio）: TODO/Plan/Tool を ae-framework の各フェーズ（intent/formal/stories/validation/modeling/ui）へマッピング,,no,docs,,,,,,,,
TD-0075,docs/integrations/CODEX-INTEGRATION.md,298,TODO,- TODO/Plan/Tool ↔ ae-framework の各フェーズをマッピング,,no,docs,,,,,,,,
TD-0076,docs/maintenance/code-improvement-plan.md,16,TODO,- `TODO/FIXME`（`src/scripts/tests/docs`）: **141**,,no,docs,,,,,,,,
TD-0077,docs/maintenance/code-improvement-plan.md,59,TODO,4. **無名TODOを残さない**,,no,docs,,,,,,,,
TD-0078,docs/maintenance/code-improvement-plan.md,60,TODO,`TODO(#issue): ...` 形式でIssue参照を必須化。,,no,docs,,,,,,,,
TD-0079,docs/maintenance/code-improvement-plan.md,62,TODO,`node scripts/ci/check-todo-issue-links.mjs` を required gate で実行し、`TODO/FIXME` が closed issue を参照していたら fail させる。,,no,docs,,,,,,,,
TD-0080,docs/maintenance/code-improvement-plan.md,64,TODO,## 6. TODO（実装向け）,,no,docs,,,,,,,,
TD-0081,docs/maintenance/code-improvement-plan.md,83,TODO,- [ ] TODO/FIXME を Issue参照付きへ更新,,no,docs,,,,,,,,
TD-0082,docs/maintenance/phase0-inventory-2026-02-17.md,12,TODO,- `TODO/FIXME`（`src/scripts/tests/docs`）: **141**,,no,docs,,,,,,,,
TD-0083,docs/notes/full-pipeline-prep.md,20,TODO,3. **TODO**,,no,docs,,,,,,,,
TD-0084,docs/notes/full-pipeline-restore.md,38,TODO,### Week3 TODO (2025-10-15),,no,docs,,,,,,,,
TD-0085,docs/notes/issue-progress.md,71,TODO,- [x] Runtime guard timeseries CSV の長期保管・クリーンアップ運用を整備し、CI artifact 公開と Issue #1003 の TODO を更新。,#1003,yes,docs,,,,,,,,
TD-0086,docs/notes/mutation-coverage-plan.md,80,TODO,## TODO,,no,docs,,,,,,,,
TD-0087,docs/notes/pipeline-baseline.md,16,TODO,| Unit | `pnpm exec vitest run tests/unit/utils/enhanced-state-manager.test.ts tests/unit/utils/enhanced-state-manager.rollback.test.ts --reporter dot` | 2025-10-04 | ✅ | EnhancedStateManager 系 49 ケースがローカルで緑化。ログは `reports/unit-20251004.log` に保存予定 (TODO)。 |,,no,docs,,,,,,,,
TD-0088,docs/notes/pipeline-baseline.md,75,TODO,## TODO (Phase A 対応),,no,docs,,,,,,,,
TD-0089,docs/notes/spec-driven-ci-roadmap.md,46,TODO,- TODO,,no,docs,,,,,,,,
TD-0090,docs/notes/step-summary-layout.md,43,TODO,## TODO,,no,docs,,,,,,,,
TD-0091,docs/observability/runtime-guard-dashboard.md,51,TODO,## TODO / 次のアクション,,no,docs,,,,,,,,
TD-0092,docs/quality/doc-consistency-lint.md,8,TODO,- `scripts/docs/check-doc-todo-markers.mjs`,,no,docs,,,,,,,,
TD-0093,docs/quality/doc-consistency-lint.md,19,TODO,- `docs/ci/*` の TODO/FIXME マーカーが Issue 参照付きであることを検証する（`TODO(#<issue>)` / `FIXME(#<issue>)`）。,,no,docs,,,,,,,,
TD-0094,docs/quality/doc-consistency-lint.md,57,TODO,Doc TODO markers only:,,no,docs,,,,,,,,
TD-0095,docs/quality/doc-consistency-lint.md,59,TODO,pnpm run check:doc-todo-markers,,no,docs,,,,,,,,
TD-0096,docs/quality/self-improvement-summary.md,129,TODO,"// technical: spec.constraints?.allowed_packages || [], // TODO: Verify interface",,no,docs,,,,,,,,
TD-0097,docs/quality/self-improvement-summary.md,140,TODO,"success: undefined, // TODO: Implement",,no,docs,,,,,,,,
TD-0098,docs/quality/self-improvement-summary.md,141,TODO,"appliedActions: undefined, // TODO: Implement",,no,docs,,,,,,,,
TD-0099,docs/quality/self-improvement-summary.md,142,TODO,"generatedFiles: undefined, // TODO: Implement",,no,docs,,,,,,,,
TD-0100,docs/quality/self-improvement-summary.md,143,TODO,"backupFiles: undefined, // TODO: Implement",,no,docs,,,,,,,,
TD-0101,docs/reference/AGENT-INTEGRATIONS-ROADMAP.md,20,TODO,- コスト明記: 実行時間、必要リソース、適用シナリオを表形式で整理（TODO）,,no,docs,,,,,,,,
TD-0102,docs/reference/AGENT-INTEGRATIONS-ROADMAP.md,22,TODO,## TODO,,no,docs,,,,,,,,
TD-0103,docs/reference/CLI-COMMANDS-REFERENCE.md,67,TODO,"ae tests:suggest --template http-api --intent ""Build a minimal todo API""",,no,docs,,,,,,,,
TD-0104,docs/reference/CLI-COMMANDS-REFERENCE.md,486,TODO,"ae tests:suggest --template http-api --intent ""Build a minimal todo API""",,no,docs,,,,,,,,
TD-0105,docs/reference/EXECPLAN-REDESIGN.md,44,TODO,## TODO,,no,docs,,,,,,,,
TD-0106,docs/reference/REFERENCE-FLOW-WEB-API-DB.md,34,TODO,2. `plans/web-api/02-tests.md` … Unit/Integration/Property スケルトン生成と TODO 挿入,,no,docs,,,,,,,,
TD-0107,docs/reference/REFERENCE-FLOW-WEB-API-DB.md,45,TODO,## 初期タスク（このフローを「使える」状態にするための ToDo）,,no,docs,,,,,,,,
TD-0108,docs/reference/SPEC-VERIFICATION-KIT-MIN.md,35,TODO,## TODO（実装タスク）,,no,docs,,,,,,,,
TD-0109,docs/samples/minimal-run.md,66,TODO,## 既知の課題 / TODO,,no,docs,,,,,,,,
TD-0110,docs/templates/spec-kit/property-template.md,19,TODO,// TODO: add fields,,no,docs,,,,,,,,
TD-0111,docs/templates/spec-kit/property-template.md,26,TODO,"// TODO: call the system under test with `input`, e.g.:",,no,docs,,,,,,,,
TD-0112,docs/templates/spec-kit/property-template.md,31,TODO,// TODO: replace with meaningful property-specific assertions,,no,docs,,,,,,,,
TD-0113,docs/testing/integration-runtime-helpers.md,85,XXX,at new Timeout (node:internal/timers:XXX:YY),,no,docs,,,,,,,,
TD-0114,docs/testing/integration-runtime-helpers.md,89,XXX,at createServer (node:net:XXX:YY),,no,docs,,,,,,,,
TD-0115,docs/trace/REPORT_ENVELOPE.md,172,TODO,## TODO / 状態,,no,docs,,,,,,,,
TD-0116,docs/trace/aws-oidc-integration.md,79,TODO,## TODO,,no,docs,,,,,,,,
TD-0117,docs/trace/envelope-s3-automation.md,36,TODO,## 後続 TODO,,no,docs,,,,,,,,
TD-0118,docs/trace/grafana/tempo-dashboard.md,46,TODO,- 将来的には `scripts/trace/export-dashboard.mjs`（TODO）で CI からダッシュボードを自動エクスポートし、差分をレビューできるようにする。,,no,docs,,,,,,,,
TD-0119,docs/trace/grafana/tempo-dashboard.md,48,TODO,## TODO,,no,docs,,,,,,,,
TD-0120,docs/trace/multi-domain-roadmap.md,11,TODO,| ドメイン | 該当 Issue | Trace 重点ポイント | Refinement Mapping TODO |,,no,docs,,,,,,,,
TD-0121,docs/trace/multi-domain-trace-schema.md,84,TODO,## TODO,,no,docs,,,,,,,,
TD-0122,docs/trace/otlp-collector-plan.md,14,TODO,## 方針と TODO,,no,docs,,,,,,,,
TD-0123,docs/trace/otlp-collector-plan.md,46,TODO,3. ロードマップ: 本ドキュメントの TODO を Issue #1011 Step3 と Issue #1012 Phase C のチェックリストに取り込み、フェーズ移行時に進捗を同期する。,#1011 #1012,yes,docs,,,,,,,,
TD-0124,package.json,49,TODO,"""check:todo-issue-links"": ""node scripts/ci/check-todo-issue-links.mjs"",",,no,package.json,,,,,,,,
TD-0125,package.json,55,TODO,"""check:doc-todo-markers"": ""node scripts/docs/check-doc-todo-markers.mjs"",",,no,package.json,,,,,,,,
TD-0126,package.json,144,TODO,"""maintenance:todo:extract"": ""node scripts/maintenance/extract-todo-markers.mjs"",",,no,package.json,,,,,,,,
TD-0127,plans/common/02-tests.md,15,TODO,"- TODO list for missing data, fixtures, and edge cases",,no,plans,,,,,,,,
TD-0128,scripts/ci/check-expect-error.mjs,10,TODO,* Example: // @ts-expect-error owner:@alice expires:2025-12-31 reason: narrowing todo,,no,scripts,,,,,,,,
TD-0129,scripts/ci/check-expect-error.mjs,151,TODO,console.log('Example: // @ts-expect-error owner:@alice expires:2025-12-31 reason: narrowing todo for complex union');,,no,scripts,,,,,,,,
TD-0130,scripts/ci/check-todo-issue-links.mjs,8,TODO,export const TODO_ISSUE_PATTERN = /\b(TODO|FIXME)\s*\(\s*#(\d+)\s*\)/gu;,,no,scripts,,,,,,,,
TD-0131,scripts/ci/check-todo-issue-links.mjs,15,TODO,* Parse TODO/FIXME issue references from text.,,no,scripts,,,,,,,,
TD-0132,scripts/ci/check-todo-issue-links.mjs,30,TODO,const marker = match[1] ?? 'TODO';,,no,scripts,,,,,,,,
TD-0133,scripts/ci/check-todo-issue-links.mjs,201,TODO,"'User-Agent': 'ae-framework-todo-link-check',",,no,scripts,,,,,,,,
TD-0134,scripts/ci/check-todo-issue-links.mjs,296,TODO,lines.push('TODO/FIXME issue reference check');,,no,scripts,,,,,,,,
TD-0135,scripts/ci/check-todo-issue-links.mjs,398,TODO,outcome.apiError = 'GITHUB_REPOSITORY is required when TODO/FIXME issue references are present';,,no,scripts,,,,,,,,
TD-0136,scripts/ci/check-todo-issue-links.mjs,467,TODO,process.stderr.write(`check-todo-issue-links failed: ${message}\n`);,,no,scripts,,,,,,,,
TD-0137,scripts/codemods/ts-ignore-to-expect.mjs,12,TODO,"t = t.replace(/\/\/\s*@ts-ignore\b/g, '// @ts-expect-error -- TODO: describe why');",,no,scripts,,,,,,,,
TD-0138,scripts/codemods/ts-ignore-to-expect.mjs,22,TODO,console.log(`[codemod] replaced ts-ignore -> ts-expect-error (with TODO)`);,,no,scripts,,,,,,,,
TD-0139,scripts/codex/generate-contract-tests.mjs,54,TODO,// TODO: Implement contract validation against OpenAPI schemas,,no,scripts,,,,,,,,
TD-0140,scripts/codex/generate-contract-tests.mjs,62,TODO,// TODO: Implement E2E/integration test,,no,scripts,,,,,,,,
TD-0141,scripts/docs/check-doc-consistency-all.mjs,14,TODO,"const DOC_TODO_MARKER_SCRIPT = path.resolve(__dirname, 'check-doc-todo-markers.mjs');",,no,scripts,,,,,,,,
TD-0142,scripts/docs/check-doc-todo-markers.mjs,7,TODO,"const TODO_MARKER_REGEX = /^\s*(?:#{1,6}\s+|[-*+]\s+|\d+\.\s+)?(?:\*\*)?(TODO|FIXME)(?!\/)(?:\*\*)?(.*)$/iu;",,no,scripts,,,,,,,,
TD-0143,scripts/docs/check-doc-todo-markers.mjs,8,TODO,const TODO_ISSUE_REFERENCE_REGEX = /\b(?:TODO|FIXME)\s*\(\s*#\d+\s*\)/iu;,,no,scripts,,,,,,,,
TD-0144,scripts/docs/check-doc-todo-markers.mjs,136,TODO,"message: 'TODO/FIXME markers in docs/ci must include issue references: TODO(#<issue>) or FIXME(#<issue>)',",,no,scripts,,,,,,,,
TD-0145,scripts/docs/check-doc-todo-markers.mjs,145,TODO,lines.push('Doc TODO marker check');,,no,scripts,,,,,,,,
TD-0146,scripts/docs/check-doc-todo-markers.mjs,232,TODO,console.log(`Usage: node scripts/docs/check-doc-todo-markers.mjs [options],,no,scripts,,,,,,,,
TD-0147,scripts/hooks/pre-commit,85,TODO,# Check 3: Verify no TODO/FIXME in tests (indicating incomplete tests),,no,scripts,,,,,,,,
TD-0148,scripts/hooks/pre-commit,90,TODO,"if git show "":$test_file"" | grep -q ""TODO\|FIXME\|SKIP\|PENDING""; then",,no,scripts,,,,,,,,
TD-0149,scripts/hooks/pre-commit,91,TODO,"echo ""${YELLOW}⚠️  Warning: Test file $test_file contains TODO/FIXME/SKIP markers${NC}""",,no,scripts,,,,,,,,
TD-0150,spec/bdd/steps/template.steps.ts,6,TODO,// TODO: app 起動 or ヘルスチェック,,no,spec,,,,,,,,
TD-0151,spec/bdd/steps/template.steps.ts,10,TODO,// TODO: テスト用の在庫初期化,,no,spec,,,,,,,,
TD-0152,spec/bdd/steps/template.steps.ts,14,TODO,// TODO: POST /reservations を呼ぶ,,no,spec,,,,,,,,
TD-0153,spec/bdd/steps/template.steps.ts,18,TODO,// TODO: ステータスとレスポンスボディを検証,,no,spec,,,,,,,,
TD-0154,spec/bdd/steps/template.steps.ts,22,TODO,// TODO: DB もしくは in-memory state を確認,,no,spec,,,,,,,,
TD-0155,src/agents/code-generation-language.ts,19,TODO,implementation += '    # TODO: Implement based on tests\n';,,no,src,,,,,,,,
TD-0156,src/agents/code-generation-language.ts,46,TODO,implementation += '    # TODO: Implement based on tests\n';,,no,src,,,,,,,,
TD-0157,src/agents/code-generation-language.ts,63,TODO,implementation += '  // TODO: Implement based on tests\n';,,no,src,,,,,,,,
TD-0158,src/agents/code-generation-language.ts,78,TODO,implementation += '    # TODO: Implement based on tests\n';,,no,src,,,,,,,,
TD-0159,src/agents/code-generation-language.ts,91,TODO,implementation += '    // TODO: Implement based on tests\n';,,no,src,,,,,,,,
TD-0160,src/agents/code-generation-language.ts,105,TODO,implementation += '    // TODO: Implement based on tests\n';,,no,src,,,,,,,,
TD-0161,src/agents/code-generation-openapi.ts,315,TODO,content += `    // TODO: actual implementation here\n`;,,no,src,,,,,,,,
TD-0162,src/agents/contracts-generator.ts,21,TODO,const schema = `${zodImport}\n\nexport const InputSchema = z.any(); // TODO: derive from spec\nexport const OutputSchema = z.any(); // TODO: derive from spec\n`;,,no,src,,,,,,,,
TD-0163,src/agents/contracts-generator.ts,24,TODO,"const prePost = `// Pre/Post conditions (skeleton)\nexport function pre(input: unknown): boolean {\n  // TODO: derive from formal spec properties\n  return true;\n}\n\nexport function post(input: unknown, output: unknown): boolean {\n  // TODO: derive from formal spec properties\n  return true;\n}\n`;",,no,src,,,,,,,,
TD-0164,src/agents/contracts-generator.ts,27,TODO,const machine = `// State-machine skeleton (to be completed)\nexport type State = 'Init' | 'Next' | 'Done';\nexport function next(state: State): State {\n  // TODO: derive from Next relation\n  return state === 'Init' ? 'Next' : 'Done';\n}\n`;,,no,src,,,,,,,,
TD-0165,src/agents/test-generation-agent.ts,379,TODO,test += `    # TODO: Implement test logic\n`;,,no,src,,,,,,,,
TD-0166,src/agents/test-generation-agent.ts,383,TODO,test += `    # TODO: Implement test logic\n`;,,no,src,,,,,,,,
TD-0167,src/cli/ae-fix-cli.ts,347,TODO,"// backupOriginals: !options.noBackup, // TODO: Verify property exists in interface",,no,src,,,,,,,,
TD-0168,src/cli/guards/GuardRunner.ts,154,TODO,// const srcFiles = await glob('src/**/*.ts');  // TODO: use for timestamp comparison,,no,src,,,,,,,,
TD-0169,src/cli/index.ts,13,TODO,// import { MetricsCollector } from './metrics/MetricsCollector.js';  // TODO: Enable when metrics tracking is implemented,,no,src,,,,,,,,
TD-0170,src/cli/index.ts,77,TODO,// private metricsCollector: MetricsCollector;  // TODO: use for metrics tracking,,no,src,,,,,,,,
TD-0171,src/cli/index.ts,95,TODO,// this.metricsCollector = new MetricsCollector(this.config);  // TODO: use for metrics tracking,,no,src,,,,,,,,
TD-0172,src/commands/extended/analyze-command-unified.ts,243,TODO,if (line.includes('TODO') || line.includes('FIXME')) {,,no,src,,,,,,,,
TD-0173,src/commands/extended/analyze-command-unified.ts,247,TODO,"message: 'TODO/FIXME comment found',",,no,src,,,,,,,,
TD-0174,src/commands/tdd/scaffold.ts,192,TODO,lines.push('    Given TODO: setup precondition');,,no,src,,,,,,,,
TD-0175,src/commands/tdd/scaffold.ts,193,TODO,lines.push('    When TODO: execute behavior');,,no,src,,,,,,,,
TD-0176,src/commands/tdd/scaffold.ts,209,TODO,lines.push(`| AC-${index + 1} | ${criterion} | \`bdd/${specId}.feature\` | TODO |`);,,no,src,,,,,,,,
TD-0177,src/commands/tdd/scaffold.ts,232,TODO,`// TODO: Replace this placeholder with meaningful properties.\n` +,,no,src,,,,,,,,
TD-0178,src/commands/tdd/scaffold.ts,237,TODO,`        // TODO: Replace fc.anything() with domain-specific arbitrary.\n` +,,no,src,,,,,,,,
TD-0179,src/commands/tdd/scaffold.ts,240,TODO,`          // TODO: Replace with assertions that encode your invariant.\n` +,,no,src,,,,,,,,
TD-0180,src/commands/tdd/scaffold.ts,256,TODO,`// TODO: Replace placeholders with real API/service calls and assertions.\n` +,,no,src,,,,,,,,
TD-0181,src/commands/tdd/scaffold.ts,261,TODO,`    // TODO: Arrange request/input and invoke the target boundary.\n` +,,no,src,,,,,,,,
TD-0182,src/commands/tdd/scaffold.ts,262,TODO,"`    // TODO: Assert status, schema, and side effects for this AC.\n` +",,no,src,,,,,,,,
TD-0183,src/commands/tdd/scaffold.ts,275,TODO,`// TODO: Capture bug reproductions or golden cases tied to each AC.\n` +,,no,src,,,,,,,,
TD-0184,src/commands/tdd/scaffold.ts,280,TODO,`    // TODO: Reproduce prior failure or execute fixed scenario.\n` +,,no,src,,,,,,,,
TD-0185,src/commands/tdd/scaffold.ts,281,TODO,`    // TODO: Assert that current behavior stays stable.\n` +,,no,src,,,,,,,,
TD-0186,src/conformance/monitors/api-contract-monitor.ts,78,TODO,"networkCalls: 0, // TODO: Implement",,no,src,,,,,,,,
TD-0187,src/conformance/monitors/api-contract-monitor.ts,79,TODO,"dbQueries: 0, // TODO: Implement",,no,src,,,,,,,,
TD-0188,src/conformance/monitors/api-contract-monitor.ts,158,TODO,"// metrics: undefined, // TODO: Implement (removed as not part of interface)",,no,src,,,,,,,,
TD-0189,src/conformance/monitors/api-contract-monitor.ts,159,TODO,"// logs: undefined, // TODO: Implement (removed as not part of interface)",,no,src,,,,,,,,
TD-0190,src/conformance/monitors/api-contract-monitor.ts,160,TODO,"// stateSnapshot: undefined, // TODO: Implement (removed as not part of interface)",,no,src,,,,,,,,
